SENT_ID	MDD	NDD	MAXIMUM_TREE_DEPTH	#_OF_TOKENS	#_OF_CLAUSES	#_OF_T-UNITS	CLAUSES_PER_T-UNIT
ssj59.366.1472	1.8181818181818181	1.29425781620351	5	14	2	1	2.0
ssj201.1349.4870	2.4545454545454546	0.30100604319322677	6	19	2	1	2.0
ssj318.1895.6756	4.033333333333333	1.9154434393305924	6	33	1	1	1.0
ssj18.85.329	3.066666666666667	1.5529625699718494	6	20	4	1	4.0
ssj288.1768.6287	2.6666666666666665	1.0663430280993242	5	17	2	2	1.0
ssj239.1574.5699	1.8888888888888888	1.7821521867557424	8	23	5	2	2.5
elexiswsd1.61.sl.130875	2.2857142857142856	1.388729826237189	4	17	2	2	1.0
ssj193.1302.4706	2.142857142857143	1.2505357933206778	5	17	2	1	2.0
ssj46.293.1183	2.588235294117647	1.4385854566937195	5	21	2	1	2.0
ssj3.5.18	2.2222222222222223	0.6466781827303106	4	13	3	3	1.0
ssj480.2596.9256	2.1333333333333333	1.289486579413534	6	20	3	2	1.5
ssj198.1325.4791	2.909090909090909	0.13110700639782924	5	14	3	1	3.0
ssj154.1051.3937	2.7333333333333334	0.34850323494900726	5	19	4	3	1.3333333333333333
ssj18.77.304	2.7333333333333334	2.014605490036609	6	35	5	2	2.5
ssj95.623.2380	2.5	0.5815754049028404	2	6	1	1	1.0
ssj6.34.142	1.0	0.0	2	3	1	1	1.0
ssj326.1952.6944	2.888888888888889	0.7308875085427924	7	21	2	1	2.0
ssj69.429.1635	2.235294117647059	1.8947085350887067	6	20	2	1	2.0
elexiswsd1.1521.sl.132346	2.111111111111111	1.0445450673978338	4	12	1	1	1.0
ssj486.2608.9281	1.875	1.5624046579145667	7	19	2	1	2.0
ssj27.134.542	2.0	0.5493061443340547	2	5	1	1	1.0
ssj268.1699.6055	1.5	0.49041462650586304	2	4	1	1	1.0
ssj274.1707.6073	2.625	0.42121346507630353	6	19	4	3	1.3333333333333333
elexiswsd1.1267.sl.132086	1.7272727272727273	1.548283664645143	5	13	2	1	2.0
ssj455.2506.8845	2.6363636363636362	1.3808396257081046	4	13	1	1	1.0
ssj90.596.2256	2.3333333333333335	1.4026069747779288	5	13	2	1	2.0
ssj455.2506.8836	2.0	0.3465735902799726	3	5	1	1	1.0
ssj480.2592.9249	2.5384615384615383	0.9002226190598798	7	14	1	1	1.0
ssj27.154.635	1.8	0.7662384356489861	3	7	1	1	1.0
ssj255.1641.5904	2.5555555555555554	0.5069162403551519	6	23	3	2	1.5
ssj54.342.1390	2.5714285714285716	1.3825185662379103	7	26	2	1	2.0
elexiswsd1.618.sl.131435	1.8888888888888888	1.0119296662821677	4	11	1	1	1.0
ssj217.1442.5228	2.5555555555555554	1.4027959749691796	9	31	3	2	1.5
ssj139.886.3400	1.875	1.1042592919774892	4	11	2	2	1.0
ssj325.1941.6910	2.0	0.8958797346140274	3	8	1	1	1.0
ssj81.532.2013	1.5	1.2951335827229133	3	8	1	1	1.0
ssj165.1134.4186	3.0392156862745097	2.5549120229983195	9	62	2	1	2.0
ssj46.297.1201	2.4545454545454546	1.5434593680872268	6	25	2	2	1.0
ssj226.1479.5394	1.5	0.2876820724517809	3	6	1	1	1.0
elexiswsd1.1035.sl.131854	2.6	0.19578110146958644	5	14	2	1	2.0
elexiswsd1.1315.sl.132136	2.4285714285714284	1.4051805443343832	5	17	3	1	3.0
ssj345.2013.7147	3.225806451612903	1.4416903553536555	6	38	3	1	3.0
ssj467.2537.9012	2.8461538461538463	1.3351184122161903	5	15	1	1	1.0
ssj379.2173.7717	3.4193548387096775	2.0969796250497525	5	34	3	2	1.5
ssj341.1988.7062	2.782608695652174	2.0666194593957643	8	26	1	1	1.0
ssj28.172.700	2.5	0.9525440772675292	3	8	1	1	1.0
ssj243.1588.5755	3.1666666666666665	1.44379891550672	6	42	5	3	1.6666666666666667
ssj193.1287.4650	2.3	1.6379120883695482	5	16	3	1	3.0
ssj131.827.3150	1.3333333333333333	0.9547712524422192	3	5	1	1	1.0
ssj42.257.1026	3.7333333333333334	0.9326033455321934	6	36	4	3	1.3333333333333333
ssj75.487.1824	2.6923076923076925	1.5345292995968915	7	46	3	2	1.5
ssj226.1504.5477	2.4705882352941178	1.408030132414983	5	20	3	1	3.0
ssj201.1344.4855	2.9047619047619047	1.3517895270258506	5	25	2	2	1.0
ssj449.2464.8614	2.0	1.0986122886681098	4	12	2	2	1.0
ssj480.2596.9257	2.0	1.1512925464970227	4	12	1	1	1.0
ssj220.1452.5266	1.75	0.6828375369585774	4	9	1	1	1.0
ssj226.1475.5375	3.413793103448276	1.1489710754050664	7	32	3	2	1.5
ssj12.48.221	3.2222222222222223	0.27511462629782757	7	22	3	1	3.0
ssj131.829.3170	2.4	0.8251299534771779	3	7	1	1	1.0
ssj282.1740.6177	2.4	1.0278625075312602	5	20	2	1	2.0
elexiswsd1.1457.sl.132281	2.0	1.0074515102711326	4	7	1	1	1.0
ssj456.2507.8857	2.0	0.4581453659370775	3	9	1	1	1.0
ssj69.429.1634	2.92	1.6891468426509328	5	29	3	2	1.5
ssj296.1808.6402	3.4285714285714284	1.6096462023767086	8	59	4	1	4.0
ssj27.148.611	3.0	1.4692869298570213	6	20	1	1	1.0
ssj76.499.1871	2.5	1.3336141032909774	5	22	2	2	1.0
ssj35.207.826	3.05	0.9320306904917302	8	24	2	1	2.0
elexiswsd1.1487.sl.132312	2.0	1.354025100551105	6	19	3	2	1.5
ssj173.1183.4320	1.6666666666666667	1.1370928092361738	4	10	1	1	1.0
ssj370.2120.7544	2.7	0.15804077348673942	4	14	3	2	1.5
ssj191.1252.4547	2.1666666666666665	0.1226898463805457	4	9	2	2	1.0
ssj116.724.2713	2.2	0.3628351861327527	5	14	3	1	3.0
ssj453.2494.8768	2.230769230769231	1.3760079408198587	4	16	2	2	1.0
ssj54.350.1413	2.9565217391304346	1.3796133533316453	6	27	3	1	3.0
ssj255.1640.5901	2.391304347826087	1.8472006851582765	6	29	1	1	1.0
ssj349.2035.7208	2.8974358974358974	1.6638343850961566	8	42	5	4	1.25
ssj478.2583.9227	3.0	1.7839832627243124	7	33	4	3	1.3333333333333333
ssj315.1891.6740	1.5	1.1835618070658083	5	11	2	1	2.0
ssj63.394.1559	3.4705882352941178	1.414735897072605	10	40	5	1	5.0
ssj226.1478.5389	4.0	1.583791265240325	6	41	2	2	1.0
ssj71.442.1692	1.9166666666666667	0.5918657587528506	6	15	3	2	1.5
ssj480.2594.9253	2.1666666666666665	0.6719959907146005	3	8	1	1	1.0
ssj28.172.701	3.107142857142857	1.081704790942277	6	33	3	2	1.5
elexiswsd1.340.sl.131156	2.125	1.1818287030775654	5	19	2	1	2.0
ssj292.1780.6322	3.1739130434782608	1.935043101607045	7	30	2	1	2.0
ssj352.2050.7245	1.6363636363636365	1.6794262258290478	4	13	1	1	1.0
ssj172.1173.4276	2.75	1.7287185499925157	5	29	2	1	2.0
ssj204.1373.4977	1.75	1.2848239391215455	4	10	1	1	1.0
ssj142.915.3496	1.6666666666666667	0.038480520568064065	3	6	1	1	1.0
elexiswsd1.1151.sl.131970	2.111111111111111	1.3243529613655454	4	11	1	1	1.0
ssj131.828.3163	1.5	0.49041462650586304	2	4	1	1	1.0
ssj341.1988.7061	1.625	1.1035190993922719	4	10	1	1	1.0
ssj360.2076.7354	1.4666666666666666	1.7757518045120497	9	18	1	1	1.0
ssj326.1952.6948	2.625	0.42121346507630353	3	10	1	1	1.0
ssj437.2404.8442	2.3333333333333335	1.2242695028085626	6	26	4	2	2.0
ssj90.592.2233	1.8461538461538463	1.015943796124332	7	16	3	1	3.0
ssj417.2327.8199	2.588235294117647	1.1587775627260082	5	24	3	3	1.0
ssj30.186.751	2.25	0.5753641449035618	4	11	2	1	2.0
ssj137.883.3389	3.7083333333333335	0.8277505201238333	5	28	4	3	1.3333333333333333
ssj359.2072.7332	1.8333333333333333	1.0944628872607622	3	8	1	1	1.0
ssj223.1464.5320	2.0	1.3862943611198906	5	12	1	1	1.0
ssj480.2588.9245	4.0	0.20273255405408205	6	13	1	1	1.0
ssj86.571.2174	3.048780487804878	2.0960694633052657	7	49	3	1	3.0
ssj272.1705.6069	2.0	0.20273255405408205	4	9	2	2	1.0
elexiswsd1.88.sl.130903	1.4	1.1613939001557827	3	7	1	1	1.0
ssj433.2390.8387	2.0	0.5058004558392399	6	14	2	1	2.0
ssj144.999.3767	1.6666666666666667	0.587786664902119	3	7	1	1	1.0
ssj31.190.770	1.6666666666666667	1.1370928092361738	5	12	3	3	1.0
ssj75.477.1797	2.1666666666666665	1.0185695809945732	5	15	1	1	1.0
ssj75.475.1779	2.4	1.1717035437571504	3	12	1	1	1.0
ssj294.1795.6359	2.6	1.8618833565571884	6	26	5	2	2.5
ssj144.1008.3801	1.0	0.6931471805599453	2	4	1	1	1.0
elexiswsd1.306.sl.131122	2.05	1.6759060782407063	5	23	1	1	1.0
ssj144.1006.3791	2.2142857142857144	1.217745970497687	5	17	3	2	1.5
ssj95.621.2368	2.0	0.6931471805599453	3	6	2	1	2.0
elexiswsd1.466.sl.131283	2.0476190476190474	1.904195829559682	7	26	2	2	1.0
ssj103.666.2540	1.0	0.34657359027997275	2	2	1	1	1.0
elexiswsd1.961.sl.131780	2.210526315789474	1.651943924993949	6	22	2	1	2.0
ssj456.2509.8868	3.2916666666666665	0.9469390373889517	5	28	2	2	1.0
ssj282.1740.6175	1.9	1.5491594311645462	4	12	1	1	1.0
ssj325.1949.6933	3.5853658536585367	0.5799255132777253	6	51	5	4	1.25
ssj322.1912.6825	2.9444444444444446	0.9145718676261799	5	20	1	1	1.0
ssj221.1454.5274	3.0681818181818183	1.9699573088381475	9	50	4	2	2.0
elexiswsd1.844.sl.131662	2.533333333333333	1.7069638206576978	4	17	1	1	1.0
ssj470.2554.9096	2.0	0.8047189562170503	3	6	1	1	1.0
ssj451.2473.8670	1.5	0.05889151782819164	2	4	1	1	1.0
elexiswsd1.1042.sl.131861	1.5714285714285714	1.214117131344545	4	9	1	1	1.0
ssj203.1361.4926	3.375	0.5164726270753702	6	21	4	1	4.0
ssj227.1510.5490	3.3214285714285716	1.819732372660655	8	34	3	2	1.5
ssj133.855.3284	2.8636363636363638	1.5920412423140506	5	25	2	2	1.0
ssj161.1093.4067	2.238095238095238	1.6125157894891033	7	24	1	1	1.0
ssj150.1027.3844	3.0	1.7187825129165153	5	24	1	1	1.0
ssj228.1522.5519	2.5217391304347827	1.3359454939072504	6	27	2	1	2.0
ssj226.1503.5474	2.6470588235294117	0.9924636706480594	5	21	3	2	1.5
elexiswsd1.1307.sl.132127	2.75	1.2705731840554382	4	19	1	1	1.0
ssj195.1314.4744	3.3448275862068964	1.1693799470362736	6	34	3	2	1.5
ssj260.1660.5967	3.727272727272727	0.5764180230531932	9	27	5	2	2.5
ssj455.2503.8803	2.0833333333333335	0.5084841498137996	6	15	2	1	2.0
ssj142.940.3597	3.8181818181818183	0.5523204714741328	5	15	2	1	2.0
ssj242.1584.5732	2.5	0.9525440772675292	7	21	2	2	1.0
ssj28.167.673	1.6666666666666667	1.2809338454620642	5	14	2	2	1.0
ssj12.51.234	3.740740740740741	0.6752083724452068	5	32	4	2	2.0
ssj118.753.2843	1.75	0.9382503488415728	3	6	1	1	1.0
ssj436.2402.8433	2.090909090909091	1.6602963296675914	5	14	2	1	2.0
elexiswsd1.1129.sl.131948	2.0714285714285716	1.284437344996359	4	17	2	2	1.0
ssj80.522.1970	2.0	0.8047189562170503	5	14	3	1	3.0
ssj184.1223.4442	2.8125	2.2210554027310363	9	39	4	2	2.0
ssj267.1688.6032	1.375	1.4144142202813288	5	10	1	1	1.0
ssj377.2168.7693	2.7058823529411766	1.6636319444892294	9	45	7	5	1.4
ssj407.2270.8017	2.85	1.4902679133363543	7	26	6	5	1.2
elexiswsd1.860.sl.131678	2.3125	1.6465774593835572	6	19	2	1	2.0
ssj185.1230.4464	3.619047619047619	1.9992305786068842	8	49	5	1	5.0
ssj127.812.3064	1.8	1.3682248378119541	5	14	4	1	4.0
ssj325.1932.6873	2.857142857142857	1.5121598652029518	6	32	5	3	1.6666666666666667
ssj134.879.3370	1.375	1.2705731840554382	5	10	1	1	1.0
ssj18.86.330	2.1136363636363638	2.039564692338163	14	48	2	1	2.0
elexiswsd1.1199.sl.132018	2.9	1.3290351343985947	5	22	3	3	1.0
ssj105.673.2555	2.066666666666667	1.321235277728114	7	18	3	1	3.0
ssj319.1901.6781	2.5	1.6021855693326597	5	16	1	1	1.0
ssj226.1503.5475	2.125	1.4372415149605609	5	19	3	1	3.0
ssj394.2231.7885	1.4	1.1613939001557827	3	7	1	1	1.0
ssj367.2100.7460	2.5416666666666665	1.754819170016717	7	28	5	2	2.5
ssj412.2285.8064	1.9	1.058744804658683	5	13	2	2	1.0
ssj446.2444.8572	2.7777777777777777	1.1755733298042381	4	13	1	1	1.0
ssj370.2131.7586	1.0	0.6931471805599453	2	4	1	1	1.0
ssj84.554.2103	2.7777777777777777	0.9728407757501558	6	21	2	1	2.0
ssj38.226.912	2.7142857142857144	0.6675734249764748	8	35	4	1	4.0
ssj422.2346.8258	3.8	0.7121712143787103	4	20	3	2	1.5
ssj45.275.1113	2.375	0.7240294776873683	3	11	2	2	1.0
ssj451.2471.8660	1.5	0.05889151782819164	2	4	1	1	1.0
elexiswsd1.1441.sl.132263	1.3333333333333333	0.8109302162163288	2	5	1	1	1.0
ssj425.2366.8317	2.0526315789473686	1.4462440031799595	6	22	2	1	2.0
elexiswsd1.603.sl.131420	2.25	1.2685113254635072	3	10	1	1	1.0
ssj6.35.154	2.4074074074074074	1.7423231036385132	6	33	5	2	2.5
ssj349.2032.7200	2.0	1.354025100551105	5	14	1	1	1.0
ssj279.1730.6127	2.611111111111111	1.2901289913512386	4	20	2	2	1.0
ssj161.1101.4079	6.078125	0.9678924619810068	10	88	3	2	1.5
ssj121.779.2952	2.090909090909091	1.3572284278824338	5	14	2	1	2.0
ssj233.1548.5600	2.263157894736842	1.4601773092731485	5	22	2	1	2.0
ssj383.2182.7744	1.6666666666666667	1.189773067065087	3	8	1	1	1.0
ssj201.1342.4846	2.0	1.0700330817481354	7	21	3	2	1.5
ssj171.1167.4263	3.5	1.8644423943638178	6	37	2	2	1.0
ssj435.2399.8423	2.9545454545454546	0.8087500004218093	6	25	3	2	1.5
ssj44.265.1062	1.75	0.13353139262452263	3	6	1	1	1.0
ssj84.556.2121	1.5	0.8369882167858357	3	6	1	1	1.0
ssj391.2225.7871	3.4705882352941178	0.7215887165126595	5	22	1	1	1.0
ssj191.1244.4524	2.090909090909091	1.1544958738283515	4	13	2	2	1.0
ssj31.187.753	2.0625	1.8136680683902144	6	19	2	1	2.0
elexiswsd1.1212.sl.132031	1.7777777777777777	1.327967099981598	4	11	1	1	1.0
ssj42.257.1022	2.0	0.5493061443340547	6	15	2	1	2.0
ssj464.2530.8990	2.888888888888889	1.0774610988227649	3	11	1	1	1.0
ssj172.1173.4280	4.916666666666667	0.9322972095070493	4	14	1	1	1.0
ssj18.86.332	2.75	1.2705731840554382	6	30	2	1	2.0
ssj85.561.2135	2.8666666666666667	1.3994874746278623	5	18	2	2	1.0
elexiswsd1.66.sl.130880	1.6666666666666667	1.078201291407982	7	14	1	1	1.0
ssj99.638.2454	2.3636363636363638	1.5811996960700738	5	16	1	1	1.0
ssj84.553.2099	2.6666666666666665	1.013662770270411	6	20	3	2	1.5
ssj84.555.2112	2.2941176470588234	1.2794055505146231	6	21	2	1	2.0
ssj415.2313.8154	2.8260869565217392	1.0781601983321423	7	29	6	2	3.0
ssj239.1578.5709	2.1538461538461537	1.666512072514124	8	31	4	1	4.0
ssj18.75.294	1.4285714285714286	1.165586274922979	5	9	1	1	1.0
ssj325.1935.6883	3.35	0.9820529714999658	6	24	3	2	1.5
elexiswsd1.640.sl.131457	2.727272727272727	0.8887927080953458	5	13	2	2	1.0
ssj325.1937.6892	6.4	1.3625778345025745	5	29	3	2	1.5
ssj370.2124.7554	2.923076923076923	0.7591440207999742	4	17	3	3	1.0
ssj131.833.3193	1.5	0.6342556627317537	2	5	1	1	1.0
ssj370.2123.7551	1.6666666666666667	0.587786664902119	3	7	1	1	1.0
ssj85.565.2149	2.5714285714285716	1.2274411020859906	3	12	2	1	2.0
ssj410.2281.8043	2.9	2.500738678155745	9	57	5	1	5.0
ssj144.973.3703	4.2465753424657535	1.3922640448033399	9	89	6	5	1.2
ssj80.525.1984	2.125	1.3256697393034558	3	11	2	1	2.0
ssj394.2232.7888	3.2413793103448274	1.8271776275173366	7	33	3	2	1.5
ssj61.371.1488	1.8	0.7662384356489861	3	7	1	1	1.0
ssj367.2099.7451	2.7857142857142856	0.9881715288531869	4	19	1	1	1.0
ssj132.841.3222	2.0	1.0845268501847616	4	9	1	1	1.0
ssj81.531.2011	1.875	0.9604182557515986	4	11	1	1	1.0
ssj417.2331.8220	3.608695652173913	1.6384258166482315	4	29	2	2	1.0
ssj131.837.3201	2.7058823529411766	1.7036532983259975	5	27	4	1	4.0
ssj195.1313.4742	2.6666666666666665	0.11778303565638351	4	12	1	1	1.0
ssj326.1953.6954	2.3513513513513513	1.7551877065288033	11	42	6	2	3.0
elexiswsd1.1403.sl.132225	2.263157894736842	1.9379330317868668	5	21	1	1	1.0
ssj198.1326.4795	2.5294117647058822	1.4615749749184184	4	20	1	1	1.0
ssj446.2432.8533	2.3333333333333335	1.3681105390344532	5	14	1	1	1.0
ssj25.122.513	2.4285714285714284	0.08565187952675406	4	11	3	2	1.5
ssj141.900.3448	1.3333333333333333	0.8109302162163288	2	5	1	1	1.0
ssj193.1276.4614	2.5	0.5815754049028404	2	6	1	1	1.0
elexiswsd1.1497.sl.132322	1.875	0.9604182557515986	4	10	1	1	1.0
ssj451.2478.8696	2.25	0.778096698957644	3	7	1	1	1.0
ssj95.621.2366	1.0	0.8958797346140274	3	4	1	1	1.0
ssj47.316.1288	1.0	0.6931471805599453	2	4	1	1	1.0
ssj161.1086.4053	3.5	1.3437154569497374	5	24	2	1	2.0
elexiswsd1.27.sl.130840	2.0	1.3940464543878732	5	16	2	1	2.0
ssj35.206.822	3.111111111111111	1.003353126669043	5	23	3	2	1.5
ssj301.1838.6491	2.111111111111111	1.796583765785971	5	21	3	2	1.5
ssj61.369.1478	3.0476190476190474	1.2126195294425128	5	27	3	1	3.0
elexiswsd1.1130.sl.131949	2.8	0.32440568336994685	6	18	3	2	1.5
ssj93.617.2342	3.9	0.6861957279754497	3	16	1	1	1.0
ssj318.1898.6770	2.1785714285714284	1.2340064913694673	12	36	5	1	5.0
ssj18.80.308	3.142857142857143	1.3256889070016495	4	17	1	1	1.0
elexiswsd1.364.sl.131180	1.8	1.5709573918660364	6	17	1	1	1.0
elexiswsd1.1407.sl.132229	2.6875	1.7172116324737388	5	20	2	1	2.0
ssj106.675.2563	4.088888888888889	1.5936702657146038	9	51	7	3	2.3333333333333335
ssj13.53.239	3.375	0.5164726270753702	5	24	4	2	2.0
ssj172.1175.4284	2.0	0.34657359027997275	4	10	2	2	1.0
ssj369.2111.7503	1.0	0.34657359027997275	2	3	1	1	1.0
ssj242.1585.5735	3.2	1.7799012059193968	7	50	5	4	1.25
ssj91.607.2287	2.28	1.7582175439954078	6	28	4	4	1.0
ssj77.503.1887	3.0	1.8444397270569681	6	29	4	2	2.0
ssj103.666.2539	1.5	1.2951335827229133	3	8	1	1	1.0
ssj174.1188.4332	3.1578947368421053	1.0154610870875054	5	24	2	2	1.0
ssj455.2506.8846	2.6296296296296298	1.4857943781822283	6	32	3	2	1.5
ssj93.617.2337	2.5714285714285716	0.028493465686805247	3	9	1	1	1.0
ssj193.1272.4604	2.870967741935484	1.3554916175555247	8	35	5	2	2.5
elexiswsd1.795.sl.131613	2.0	1.6479184330021646	4	14	1	1	1.0
ssj216.1434.5195	2.2777777777777777	1.9415142349475687	5	21	2	1	2.0
ssj213.1409.5114	2.5	1.365883363859763	4	22	3	3	1.0
elexiswsd1.1512.sl.132337	2.3	1.1231023797789692	4	13	2	1	2.0
ssj84.555.2116	2.838709677419355	1.0202175825294855	9	39	3	1	3.0
elexiswsd1.833.sl.131651	2.4	1.5953524739507523	6	22	2	2	1.0
ssj279.1730.6130	2.111111111111111	0.3513978868378886	4	12	3	3	1.0
ssj47.316.1285	3.2916666666666665	1.814239565083005	6	29	3	3	1.0
ssj349.2033.7204	2.0526315789473686	1.726051897147671	6	22	2	2	1.0
elexiswsd1.399.sl.131215	1.6	1.3744360978112327	5	12	1	1	1.0
ssj199.1328.4801	3.0476190476190474	0.4079005732254626	7	25	4	4	1.0
ssj364.2092.7422	2.5	0.7843079589569226	4	13	2	1	2.0
ssj446.2445.8573	3.5294117647058822	1.541769814982114	5	21	2	1	2.0
ssj124.789.2987	2.111111111111111	0.9007040311719434	4	11	1	1	1.0
elexiswsd1.798.sl.131616	1.75	1.3759847175185227	6	15	3	2	1.5
ssj82.539.2058	2.45	1.2949252927803052	6	25	6	2	3.0
ssj252.1610.5840	3.3333333333333335	0.7905192189562011	8	31	2	1	2.0
ssj12.45.201	1.25	0.8165772195257083	3	6	1	1	1.0
ssj118.765.2891	3.5	0.6160718406463163	4	19	4	4	1.0
ssj383.2179.7736	1.9	1.3141576165416782	4	11	1	1	1.0
ssj133.866.3321	2.4285714285714284	0.9815316141407815	6	19	3	1	3.0
ssj403.2251.7951	1.5	0.05889151782819164	3	5	1	1	1.0
ssj27.144.583	2.2	0.5655677401868349	7	19	2	2	1.0
ssj399.2241.7915	2.1	1.3052349363816729	4	13	3	3	1.0
ssj29.179.724	2.6666666666666665	1.7068099508303565	4	22	3	2	1.5
ssj47.317.1291	2.375	0.7240294776873683	4	13	2	1	2.0
ssj35.207.829	3.3529411764705883	1.4492220731437742	6	21	3	1	3.0
ssj206.1386.5032	3.611111111111111	1.4036236918426102	8	41	4	3	1.3333333333333333
ssj214.1416.5148	2.9166666666666665	1.414465238086587	4	16	1	1	1.0
ssj64.406.1574	1.3333333333333333	0.6081976621622466	4	7	1	1	1.0
ssj375.2154.7649	2.4375	1.6942690736292108	5	20	3	1	3.0
ssj377.2168.7692	2.1578947368421053	1.8543789485423756	6	22	2	1	2.0
ssj417.2329.8206	3.0416666666666665	1.6279138508705502	6	29	3	2	1.5
ssj28.172.696	3.2	0.011858263308657958	6	13	1	1	1.0
ssj480.2587.9237	1.8181818181818181	1.4969903702575924	5	15	1	1	1.0
ssj475.2570.9158	3.466666666666667	0.45740517335186043	8	40	3	1	3.0
ssj68.424.1616	2.0	0.9729550745276567	3	9	1	1	1.0
ssj59.360.1449	2.4375	1.391201171844053	4	19	4	3	1.3333333333333333
ssj436.2401.8430	2.0	0.5493061443340547	2	5	1	1	1.0
ssj226.1502.5466	1.4545454545454546	1.5174013675177198	6	13	2	2	1.0
ssj33.194.792	3.4545454545454546	0.8551364840851976	8	31	1	1	1.0
ssj451.2471.8654	2.5	0.5815754049028404	2	6	1	1	1.0
ssj75.484.1810	1.8888888888888888	0.46262352194811296	6	12	2	1	2.0
elexiswsd1.1246.sl.132065	1.7272727272727273	1.3455511105910607	5	13	1	1	1.0
ssj211.1399.5079	2.7142857142857144	0.6675734249764748	4	17	2	2	1.0
ssj72.456.1721	1.4444444444444444	1.2801936528768472	6	11	2	1	2.0
ssj349.2034.7206	2.4782608695652173	1.4649090122762245	6	25	2	2	1.0
elexiswsd1.1047.sl.131866	1.3333333333333333	0.2616240718822739	3	5	1	1	1.0
ssj115.721.2705	3.8	1.435630705846873	5	18	1	1	1.0
elexiswsd1.1505.sl.132330	1.4	1.1613939001557827	3	7	1	1	1.0
ssj384.2196.7786	2.8823529411764706	1.330954792501354	4	21	2	1	2.0
ssj37.217.895	1.7142857142857142	1.127105754354915	4	9	1	1	1.0
ssj279.1734.6147	3.55	0.7802246776237259	4	24	4	3	1.3333333333333333
elexiswsd1.1368.sl.132190	1.5714285714285714	1.416849685398627	3	9	1	1	1.0
ssj184.1224.4445	3.4615384615384617	1.6698098154327263	7	31	2	2	1.0
ssj54.350.1414	1.4285714285714286	1.3094273111488697	4	9	1	1	1.0
ssj213.1414.5137	3.526315789473684	1.1849209238863514	6	22	3	2	1.5
ssj282.1740.6180	1.6666666666666667	1.4836663995161465	4	11	1	1	1.0
ssj477.2580.9216	2.6875	0.7442565579460821	5	20	3	2	1.5
ssj144.981.3719	3.4	0.8233968494889347	5	24	3	2	1.5
ssj384.2187.7765	1.5	1.2951335827229133	3	8	1	1	1.0
ssj131.825.3116	2.1666666666666665	0.1226898463805457	4	9	2	1	2.0
ssj215.1426.5171	4.137931034482759	0.9565991827576101	7	44	9	4	2.25
ssj252.1622.5860	1.0	0.0	2	3	1	1	1.0
ssj242.1583.5716	2.5294117647058822	0.4886199003907617	6	22	2	1	2.0
ssj455.2503.8815	3.5161290322580645	0.8062065147785484	6	41	8	5	1.6
ssj153.1040.3908	2.6	1.6936472382465821	6	23	1	1	1.0
ssj414.2307.8128	2.9166666666666665	1.414465238086587	7	41	5	3	1.6666666666666667
ssj166.1137.4196	2.888888888888889	1.4829262069309292	6	33	2	1	2.0
ssj299.1816.6433	1.8	0.2169322913149312	4	6	1	1	1.0
ssj351.2048.7240	2.9285714285714284	1.396306474215603	8	33	4	2	2.0
ssj12.45.199	1.8571428571428572	0.7004894564014058	4	10	2	2	1.0
ssj238.1565.5671	2.5454545454545454	1.9307406541099539	7	27	2	1	2.0
ssj355.2060.7285	2.6666666666666665	1.1575038064963012	3	11	1	1	1.0
elexiswsd1.21.sl.130834	2.25	0.5753641449035618	6	18	2	1	2.0
ssj235.1560.5636	1.7	1.51654403004888	4	12	1	1	1.0
ssj133.863.3306	2.2222222222222223	1.5425579173443382	5	22	3	1	3.0
ssj385.2212.7838	3.5714285714285716	1.7715567619105355	6	26	1	1	1.0
elexiswsd1.813.sl.131631	3.736842105263158	0.7032847360424	6	26	2	1	2.0
ssj110.689.2599	3.04	1.4705354715436267	7	29	3	2	1.5
ssj42.251.1004	2.5	0.4700036292457356	3	12	3	3	1.0
ssj226.1500.5450	2.6363636363636362	1.269267850051	4	16	2	2	1.0
ssj347.2024.7174	2.2941176470588234	1.6259791407945958	6	19	1	1	1.0
ssj367.2098.7440	3.4444444444444446	1.3597157982961783	7	40	2	2	1.0
ssj312.1876.6655	3.0476190476190474	1.5065128618935724	6	25	3	2	1.5
ssj66.416.1598	2.227272727272727	1.8960359284238701	8	25	2	1	2.0
ssj208.1393.5047	2.125	1.8082101873252494	8	28	4	2	2.0
ssj45.277.1122	2.6	0.1507924888103862	4	9	1	1	1.0
elexiswsd1.1387.sl.132209	2.2	0.9121413304668073	3	7	1	1	1.0
ssj386.2218.7847	2.392857142857143	1.6894938804858672	8	35	1	1	1.0
ssj361.2082.7378	2.2	1.3702866964038851	4	18	1	1	1.0
ssj324.1921.6846	1.5	1.1835618070658083	5	10	1	1	1.0
ssj144.1008.3797	1.3333333333333333	0.9547712524422192	3	5	1	1	1.0
elexiswsd1.118.sl.130934	1.25	1.0193097735797902	3	6	1	1	1.0
ssj397.2236.7902	4.193548387096774	2.0004399585147103	7	39	3	1	3.0
ssj470.2550.9077	2.5	1.2079568891505246	3	12	1	1	1.0
ssj360.2081.7370	2.142857142857143	0.7601211668148147	9	25	4	3	1.3333333333333333
ssj172.1173.4274	2.2	0.01626159585277994	3	7	2	1	2.0
ssj367.2098.7444	3.533333333333333	1.9606181972428773	7	35	4	1	4.0
elexiswsd1.401.sl.131217	2.625	1.1732521634644406	3	10	1	1	1.0
ssj54.346.1400	2.5	1.9422231188289558	6	22	3	1	3.0
ssj302.1840.6497	2.5454545454545454	1.8536653141963249	6	27	4	1	4.0
ssj217.1440.5216	4.261904761904762	1.2238375778013477	8	52	4	4	1.0
